ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1542;2;39;1;9853;1;12;133.1;1;37;37;7;8;103;0;0;0;;0;0;41;;0;6;0;0;0;0;0;6;0;0;0;0;16.2;0.3;-0.92;Dropout
1543;4;17;5;8014;0;1;100;1;19;19;90;90;107;0;0;0;;0;0;38;;0;5;12;1;10;0;0;5;10;0;0;0;10.8;1.4;1.74;Dropout
1545;1;39;1;8014;0;1;133.1;1;34;34;0;0;100;1;0;0;;0;0;27;;0;6;11;4;12.25;0;0;6;16;3;12;0;7.6;2.6;0.32;Dropout
1546;1;17;1;9070;1;1;139;1;1;37;4;9;131.3;1;0;0;;0;0;19;;0;6;10;4;12;1;0;6;6;6;12.5;0;7.6;2.6;0.32;Graduate
1551;2;43;1;8014;0;1;133.1;1;34;34;0;0;100;0;0;0;;0;1;35;;11;16;16;16;12.6875;0;11;13;13;13;12;0;9.4;-0.8;-3.12;Graduate
1552;1;43;1;9147;1;1;123;1;37;37;9;9;106.2;0;0;0;;0;0;49;;9;13;22;10;10.4;0;4;9;18;6;10.66666667;0;12.7;3.7;-1.7;Graduate
1553;1;7;1;9147;1;40;110;1;37;37;9;9;110;0;0;0;;0;0;52;;11;15;26;14;10.46666667;0;9;12;16;12;10.92307692;0;13.9;-0.3;0.79;Graduate
1554;1;1;2;9085;1;1;130;1;1;38;5;5;122.3;1;0;0;;0;0;18;;0;5;10;5;14.33333333;2;0;5;8;5;13;1;9.4;-0.8;-3.12;Graduate
1555;1;39;1;8014;0;1;133.1;1;37;37;9;9;112.5;0;0;0;;0;1;30;;0;7;7;6;14.66666667;1;0;6;7;6;14.33333333;0;10.8;1.4;1.74;Graduate
1556;1;1;2;9500;1;1;97;1;1;19;2;7;98.1;1;0;0;;0;0;21;;0;7;7;7;12.83571429;0;0;8;8;8;14.23125;0;11.1;0.6;2.02;Graduate
1557;1;1;1;9119;1;1;130;1;37;19;9;5;140.2;1;0;0;;1;0;20;;0;5;5;0;0;0;0;5;0;0;0;0;9.4;-0.8;-3.12;Dropout
1558;1;17;1;9147;1;1;139;1;1;38;6;6;143.6;1;0;1;;1;0;18;;0;5;9;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Enrolled
1559;1;16;1;171;1;1;150;1;37;37;9;9;134.6;1;0;0;;1;0;19;;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
1560;1;1;3;9500;1;1;141;1;3;19;2;10;126.8;1;0;0;;1;0;18;;0;8;8;8;13.24875;0;0;8;8;8;13.24875;0;9.4;-0.8;-3.12;Graduate
1562;1;17;1;9130;1;1;137;1;38;19;5;7;130;1;0;0;;0;0;21;;0;6;12;5;13.6;0;0;6;10;4;14.25;0;12.4;0.5;1.79;Enrolled
1563;1;1;4;9147;1;1;116;1;1;1;3;4;113.6;1;0;0;;0;1;22;;0;5;6;3;14;0;0;5;8;5;12.4;0;11.1;0.6;2.02;Graduate
1565;1;17;4;9085;1;1;106;1;37;1;3;9;106;0;0;0;;0;0;20;;0;6;9;6;13.16666667;0;0;6;8;4;14;0;13.9;-0.3;0.79;Enrolled
1566;1;17;6;9238;1;1;135;1;1;19;7;7;126.6;1;0;0;;0;1;19;;0;6;8;6;13.625;0;0;6;7;6;12.16666667;0;12.7;3.7;-1.7;Graduate
1567;1;17;5;9500;1;1;144;1;19;38;9;5;130.7;1;0;0;;0;1;18;;0;7;8;7;14.85;0;0;8;9;8;15.61111111;0;13.9;-0.3;0.79;Graduate
1568;1;1;2;9147;1;1;108;1;1;19;4;4;105.9;1;0;0;;1;0;21;;0;5;9;4;10.75;0;0;5;6;5;11.4;0;11.1;0.6;2.02;Graduate
1571;2;1;1;8014;0;1;121;1;37;37;9;9;114.4;1;0;0;;0;0;45;;8;12;14;12;14;0;2;7;12;7;13.85714286;0;7.6;2.6;0.32;Enrolled
1575;5;7;1;9991;0;2;120;1;37;37;6;6;120;0;0;0;;0;0;46;;6;8;12;8;12.375;0;4;9;11;5;12.4;0;8.9;1.4;3.51;Graduate
1576;1;1;4;171;1;1;131;1;19;19;4;4;119.8;1;1;0;;0;0;22;;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Graduate
1577;2;39;2;9670;1;19;133.1;1;37;37;9;9;135.6;0;0;0;;0;0;46;;0;6;10;5;11.4;0;0;6;9;4;13.75;0;12.4;0.5;1.79;Dropout
1578;1;39;1;9991;0;1;100;1;19;37;5;5;120.7;0;0;0;;0;0;28;;0;5;9;4;11.25;0;0;5;7;4;13;0;7.6;2.6;0.32;Enrolled
1580;1;16;1;171;1;1;158;1;38;37;9;9;164.3;1;0;0;;1;1;18;;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Enrolled
1581;1;1;1;9773;1;1;146;1;37;37;9;7;149.2;1;0;0;;1;1;21;;0;6;6;6;13.5;0;0;6;6;6;14.16666667;0;12.7;3.7;-1.7;Graduate
1582;1;16;2;9070;1;1;133;1;1;3;4;2;122.5;1;0;0;;0;0;18;;0;6;11;1;11;1;0;6;11;4;11;4;7.6;2.6;0.32;Enrolled
1583;1;43;1;9991;0;1;120;1;19;37;3;9;100;0;0;0;;0;0;34;;0;5;9;0;0;0;0;5;10;1;11;0;13.9;-0.3;0.79;Dropout
1584;1;17;1;9853;1;1;119;1;37;38;9;9;125;1;0;0;;0;1;21;;0;6;9;5;12;0;0;6;8;5;11.2;0;10.8;1.4;1.74;Dropout
1585;1;1;1;9773;1;1;132;1;37;19;9;9;131;1;0;0;;0;1;18;;0;6;8;5;13;0;0;6;7;6;13;0;15.5;2.8;-4.06;Graduate
1586;1;1;1;171;1;1;130;1;29;38;9;8;122;1;0;0;;1;0;20;;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Graduate
1587;1;1;1;9147;1;1;132;1;38;37;7;7;131.3;1;0;0;;0;0;18;;0;5;8;4;12;0;0;5;8;4;12.25;0;9.4;-0.8;-3.12;Enrolled
1588;1;17;2;9119;1;1;133.1;1;1;2;3;3;117;1;0;0;;1;0;21;;0;5;10;5;11.16666667;0;0;5;10;3;10.8;0;12.4;0.5;1.79;Enrolled
1589;1;17;1;9254;1;1;119;1;37;37;5;4;118;1;0;0;;1;0;19;;0;6;13;2;10.5;0;0;6;11;1;12;0;10.8;1.4;1.74;Dropout
1590;1;17;2;8014;0;1;134;1;1;19;4;99;126;1;0;0;;1;0;22;;0;6;7;6;12.66666667;0;0;6;6;6;12.16666667;0;7.6;2.6;0.32;Graduate
1591;1;44;1;9003;1;39;120;1;1;19;4;7;120;0;0;0;;1;0;23;;1;6;6;1;11;0;0;6;8;0;0;0;15.5;2.8;-4.06;Dropout
1592;1;17;4;171;1;1;172;1;3;1;2;10;155.6;1;0;0;;1;0;19;;0;0;0;0;0;0;0;0;0;0;0;0;9.4;-0.8;-3.12;Dropout
1593;1;1;4;9147;1;1;120;1;19;38;5;5;122.8;1;0;0;;1;0;18;;0;5;6;4;11.5;0;0;5;12;2;10.33333333;0;10.8;1.4;1.74;Enrolled
1595;1;17;1;9147;1;1;118;1;1;38;9;9;118.4;1;0;0;;1;0;19;;0;5;10;2;10.5;0;0;5;5;4;11.75;0;12.4;0.5;1.79;Enrolled
1596;1;1;1;9670;1;1;127;1;1;37;4;9;128.1;0;0;0;;1;0;19;;0;5;8;4;12.5;0;0;5;6;4;11;0;7.6;2.6;0.32;Enrolled
1597;1;1;2;9500;1;1;133.1;1;37;37;9;9;99;1;0;0;;1;0;22;;0;7;9;6;12.83333333;0;0;8;12;6;12.5;0;16.2;0.3;-0.92;Enrolled
1598;1;1;1;9773;1;1;164;1;19;1;9;9;161.2;0;0;0;;1;1;18;;0;6;7;6;15.57142857;0;0;6;7;6;16.14285714;0;13.9;-0.3;0.79;Graduate
1599;1;17;1;9238;1;1;136;1;37;37;7;7;140.9;1;0;0;;1;0;18;;0;6;10;4;12;0;0;6;7;5;11.8;0;9.4;-0.8;-3.12;Dropout
1600;1;17;1;9773;1;1;117;1;38;38;9;9;111.1;0;0;1;;1;0;19;;0;6;6;4;11.25;0;0;6;6;3;11.33333333;0;16.2;0.3;-0.92;Dropout
1601;1;1;4;171;1;1;131;1;1;1;0;3;149.9;1;0;0;;1;0;18;;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Graduate
1602;1;17;6;9670;1;1;110;1;1;19;4;10;111.3;0;0;0;;1;0;21;;0;6;10;6;12.28571429;0;0;6;11;4;14.25;0;15.5;2.8;-4.06;Enrolled
1603;1;1;2;9254;1;1;125;1;1;19;4;1;121.5;1;0;0;;1;0;18;;0;6;12;5;11;0;0;6;11;3;10.33333333;0;9.4;-0.8;-3.12;Enrolled
1604;1;44;1;9003;1;39;120;1;19;38;6;6;120;1;0;0;;1;0;19;;0;6;8;6;12.14285714;0;0;6;11;5;13.6;0;12.4;0.5;1.79;Graduate
1606;1;53;1;9003;1;42;130;1;38;38;9;9;130;1;0;1;;1;0;20;;7;12;16;11;12.54545455;0;5;10;12;8;11.625;0;8.9;1.4;3.51;Enrolled
1607;1;1;5;9254;1;1;101;1;3;19;3;9;98.9;1;0;0;;1;0;20;;0;6;10;4;13;0;0;6;6;6;13;0;12.4;0.5;1.79;Graduate
1608;1;1;6;9500;1;1;141;1;4;3;2;1;136.3;1;0;0;;1;0;18;;0;8;9;8;12.8875;1;0;8;9;8;12.8875;1;9.4;-0.8;-3.12;Graduate
1609;1;17;1;9773;1;1;128;1;38;19;9;10;125.2;1;0;0;;1;0;18;;0;6;6;6;12.66666667;0;0;6;7;5;13.6;0;12.4;0.5;1.79;Enrolled
1610;1;1;2;9070;1;1;145;1;38;19;7;7;130;1;0;0;;1;0;18;;0;6;7;6;12.83333333;0;0;6;7;6;12.57142857;0;8.9;1.4;3.51;Graduate
1611;1;1;1;9147;1;1;160;1;1;38;4;7;141.5;1;0;0;;1;0;18;;0;5;10;3;10.66666667;1;0;5;11;2;12.5;0;9.4;-0.8;-3.12;Dropout
1612;1;16;5;9085;1;1;134;1;19;37;8;8;123.9;1;0;0;;1;0;18;;0;5;11;5;13;2;0;5;7;5;12.4;0;9.4;-0.8;-3.12;Enrolled
1613;1;17;2;9500;1;1;125;1;19;19;5;5;114.5;1;0;0;;0;0;18;;0;7;11;6;11.98333333;0;0;8;12;8;12.28125;0;16.2;0.3;-0.92;Graduate
1615;2;39;1;8014;0;1;120;1;38;37;5;3;110.5;0;0;0;;0;1;36;;0;6;6;6;11.83333333;0;0;6;6;6;11.5;0;10.8;1.4;1.74;Graduate
1616;2;39;1;9085;1;19;133.1;1;19;19;9;5;101;1;0;0;;0;0;26;;0;6;21;3;12.66666667;0;0;6;15;2;11;0;15.5;2.8;-4.06;Dropout
1617;1;1;1;9085;1;1;121;1;37;38;6;9;121;0;0;0;;0;0;19;;0;5;9;4;13.75;1;0;5;8;4;14.5;0;7.6;2.6;0.32;Graduate
1618;1;39;1;8014;0;1;120;1;37;1;7;4;95;1;0;0;;0;0;24;;0;6;8;5;11.4;0;0;6;8;5;11.8;0;15.5;2.8;-4.06;Dropout
1620;1;42;1;9670;1;1;130;1;1;1;9;10;116.3;1;0;0;;0;1;20;;3;7;10;6;12.83333333;0;2;8;8;5;11.8;0;12.7;3.7;-1.7;Graduate
1621;1;18;1;9670;1;1;128;1;19;3;9;7;120;1;0;0;;0;0;19;;0;6;8;6;14.125;0;0;6;10;5;14.5;0;11.1;0.6;2.02;Graduate
1622;1;1;1;9085;1;1;126;1;38;37;9;9;123.6;1;0;0;;0;0;21;;0;5;10;3;11.66666667;0;0;5;5;5;13;0;10.8;1.4;1.74;Graduate
1624;2;39;1;9556;1;1;100;1;37;37;9;9;120;0;0;0;;0;0;47;;1;7;16;6;12.51428571;0;0;7;15;4;11.75;0;12.7;3.7;-1.7;Dropout
1625;1;42;1;9853;1;1;120;1;1;19;4;7;111.3;0;0;0;;0;0;24;;9;13;17;10;11.5;0;7;13;18;9;10.44444444;0;16.2;0.3;-0.92;Dropout
1627;1;1;1;9085;1;1;127;1;37;2;9;4;123.2;1;0;0;;0;1;18;;0;6;7;6;15.71428571;0;0;6;17;5;12.77777778;0;12.4;0.5;1.79;Graduate
1628;1;44;1;9991;0;39;130;1;37;37;5;5;130;1;0;0;;1;0;32;;2;6;9;4;12.5;0;3;7;7;4;11;0;9.4;-0.8;-3.12;Dropout
1630;1;39;1;9119;1;1;120;1;37;38;9;8;100;0;0;1;;1;0;24;;0;5;11;0;0;0;0;5;5;0;0;0;16.2;0.3;-0.92;Dropout
1631;2;39;1;9130;1;19;133.1;1;37;38;9;9;120;0;0;0;;1;0;53;;0;5;9;4;12.25;2;0;5;8;4;11.75;0;9.4;-0.8;-3.12;Graduate
1633;2;39;1;9991;0;12;133.1;1;37;37;9;9;133.8;1;0;0;;1;0;52;;0;5;5;5;13.6;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
1634;1;43;1;8014;0;1;130;1;38;3;132;122;100;0;0;0;;1;0;54;;9;13;14;13;13.30769231;0;7;11;12;11;12.81818182;0;12.7;3.7;-1.7;Enrolled
1635;2;39;1;9991;0;1;110;1;37;37;9;10;150;0;0;0;;1;0;49;;0;5;6;5;12.2;0;0;5;9;5;11.8;0;15.5;2.8;-4.06;Graduate
1636;1;17;1;9670;1;1;125;1;38;37;7;5;126.4;0;0;0;;1;1;18;;0;6;7;6;12.28571429;0;0;6;7;6;13.33333333;1;16.2;0.3;-0.92;Graduate
1637;2;39;1;9130;1;1;130;1;1;19;6;6;154;1;0;0;;1;0;37;;1;5;12;3;12;2;1;5;8;4;13;1;10.8;1.4;1.74;Graduate
1638;1;1;1;9500;1;1;121;1;1;1;4;4;114.9;0;0;0;;1;1;21;;0;7;9;6;13.34285714;0;0;8;10;7;11.65;0;12.4;0.5;1.79;Graduate
1639;1;39;1;9670;1;9;133.1;1;37;37;5;3;110;0;0;1;;1;0;26;;0;5;5;0;0;0;0;5;5;0;0;0;9.4;-0.8;-3.12;Dropout
1640;1;1;1;9070;1;1;147;1;3;1;2;3;149.8;1;0;0;;1;0;20;;5;12;12;11;14.27272727;0;5;12;12;11;14.81818182;0;16.2;0.3;-0.92;Graduate
1641;1;1;4;9500;1;1;128;1;1;37;4;3;117.9;1;0;0;;0;1;19;;0;7;9;7;12.1375;0;0;8;9;8;12.91111111;0;12.4;0.5;1.79;Graduate
1642;1;1;2;9070;1;1;164;1;38;38;9;7;165.8;1;0;0;;0;0;18;;0;6;7;6;14.16666667;0;0;6;7;6;14.85714286;0;9.4;-0.8;-3.12;Graduate
1643;1;17;5;9500;1;1;137;1;1;1;4;4;127.6;1;0;0;;0;0;18;;0;7;7;7;13.52857143;0;0;8;9;8;14.65555556;0;12.4;0.5;1.79;Graduate
1644;1;17;2;8014;0;1;122;1;37;19;9;9;123.8;0;0;0;;0;0;20;;0;6;8;5;12;0;0;6;8;6;11;0;10.8;1.4;1.74;Graduate
1645;1;17;4;9254;1;1;124;1;3;3;3;3;126.1;1;0;0;;0;0;20;;0;5;5;5;11.4;0;0;6;11;1;11;0;10.8;1.4;1.74;Dropout
1646;1;1;2;171;1;1;120;1;3;19;4;7;119.7;1;0;0;;0;0;21;;0;0;0;0;0;0;0;0;0;0;0;0;8.9;1.4;3.51;Dropout
1647;1;1;2;171;1;1;117;1;1;19;3;3;121.6;1;0;0;;0;0;22;;6;12;12;12;12.91666667;0;4;11;16;11;14.5;0;8.9;1.4;3.51;Graduate
1648;1;43;1;9500;1;1;140;1;1;38;4;7;100;0;0;0;;0;1;18;;0;7;8;7;13.6375;0;0;8;8;8;14.3875;0;13.9;-0.3;0.79;Graduate
1649;1;1;5;9500;1;1;130;1;19;37;9;7;127.6;1;0;0;;0;0;18;;0;7;10;7;12.9;0;0;8;15;7;12.14285714;0;15.5;2.8;-4.06;Dropout
1650;1;1;1;9500;1;1;138;1;1;38;4;9;132.5;1;0;0;;0;1;19;;0;8;8;7;14.36;0;0;8;8;7;14.36;0;10.8;1.4;1.74;Graduate
1651;1;1;1;9500;1;1;141;1;3;1;9;9;124.3;0;0;0;;0;0;19;;0;8;8;7;14.51428571;0;0;8;8;7;14.51428571;0;12.7;3.7;-1.7;Enrolled
1652;1;1;3;9500;1;1;142;1;1;1;4;7;131;1;0;0;;0;0;18;;0;8;8;7;14.7;0;0;8;8;7;14.7;0;10.8;1.4;1.74;Graduate
1653;1;7;1;9991;0;40;120;1;43;3;3;3;120;0;0;0;;0;0;27;;0;5;5;5;15.2;0;0;5;6;5;14;0;11.1;0.6;2.02;Enrolled
1654;1;1;3;9556;1;1;122;1;19;19;3;10;113.3;1;0;0;;0;1;20;;0;7;7;7;13;0;0;8;8;8;15.0625;0;12.4;0.5;1.79;Graduate
1655;1;1;2;9853;1;1;131;1;1;1;2;9;121.9;1;0;0;;0;0;20;;0;6;6;6;13.5;0;0;6;6;0;0;0;12.7;3.7;-1.7;Dropout
1656;1;1;2;9085;1;1;120;1;38;1;9;3;118.3;1;0;0;;0;0;20;;0;5;11;5;12.33333333;2;0;5;7;5;12.6;0;9.4;-0.8;-3.12;Graduate
1657;1;1;1;9147;1;1;131;1;3;19;1;4;118.8;0;0;0;;0;0;19;;0;5;6;5;13.4;0;0;5;6;5;13;0;16.2;0.3;-0.92;Graduate
1658;1;1;2;9085;1;1;130;1;37;19;9;8;129;0;0;0;;0;0;20;;0;5;7;4;11.75;0;0;5;9;2;10.5;0;7.6;2.6;0.32;Enrolled
1659;1;43;3;171;1;1;120;1;37;37;9;9;143.3;1;0;0;;0;1;20;;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Graduate
1660;1;1;1;171;1;1;136;1;3;3;1;2;152.5;1;0;0;;0;0;20;;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Enrolled
1661;1;53;1;9085;1;42;160;1;1;19;4;6;155.7;1;0;0;;0;0;27;;7;12;17;11;14.72727273;0;4;9;10;7;14.14285714;0;8.9;1.4;3.51;Graduate
1662;1;1;2;9085;1;1;157;1;3;3;5;2;153.9;1;0;0;;0;0;18;;0;6;7;6;16.57142857;0;0;6;6;6;15.66666667;0;13.9;-0.3;0.79;Graduate
1663;1;1;1;9500;1;1;150;1;19;1;4;4;137.8;0;0;0;;0;0;18;;0;7;10;7;15.145;0;0;8;8;8;15.7425;0;15.5;2.8;-4.06;Graduate
1664;1;17;1;9500;1;1;148;1;1;37;9;7;143.3;0;0;0;;0;1;18;;0;7;7;7;13.44285714;0;0;8;8;8;15.075;0;13.9;-0.3;0.79;Graduate
1665;1;1;1;9085;1;1;120;1;37;37;9;1;123.2;0;0;0;;0;0;20;;0;5;8;5;14.16666667;2;0;5;6;4;11.75;2;9.4;-0.8;-3.12;Graduate
1666;1;1;1;9773;1;1;150;1;1;1;4;4;138.1;1;0;0;;0;0;19;;0;6;7;6;14;0;0;6;7;5;15;0;11.1;0.6;2.02;Enrolled
1667;1;17;1;9238;1;1;158;1;1;1;5;6;140.5;0;0;0;;0;1;20;;0;6;9;6;11.33333333;0;0;6;6;6;12.33333333;0;10.8;1.4;1.74;Graduate
1668;1;1;4;9500;1;1;145;1;3;19;1;5;130;1;0;0;;0;0;18;;0;8;8;8;13.76125;0;0;8;8;8;13.76125;0;9.4;-0.8;-3.12;Graduate
1670;1;17;1;8014;0;1;136;1;37;37;5;8;132.5;0;0;1;;0;1;22;;1;6;7;4;12.75;0;1;6;8;5;13;0;13.9;-0.3;0.79;Graduate
1671;1;39;1;9991;0;1;133.1;1;1;1;4;2;127.7;0;0;0;;0;0;25;;0;5;12;4;12.5;0;0;5;10;4;11;0;13.9;-0.3;0.79;Enrolled
1672;1;1;1;9085;1;1;148;1;19;3;4;2;136.5;0;0;0;;0;0;19;;0;6;13;6;15.30769231;0;0;6;9;6;14;0;15.5;2.8;-4.06;Graduate
1674;1;39;1;9500;1;40;130;1;1;1;4;4;190;1;0;0;;0;0;27;;1;7;7;7;14.75714286;0;1;8;9;8;14.07777778;0;16.2;0.3;-0.92;Graduate
1675;1;17;4;9500;1;1;136;1;1;1;4;9;128.5;1;0;0;;0;0;18;;0;7;7;6;12.76666667;0;0;7;7;6;12.76666667;0;7.6;2.6;0.32;Graduate
1677;1;17;1;9556;1;1;140;1;3;3;1;7;131.6;1;0;0;;1;0;19;;0;7;0;0;0;0;0;7;0;0;0;0;11.1;0.6;2.02;Dropout
1678;5;39;1;9991;0;1;110;1;1;1;3;3;119;0;0;0;;1;1;35;;0;5;10;4;10.5;0;0;5;6;5;12.6;0;8.9;1.4;3.51;Graduate
1679;1;17;1;9085;1;1;130;1;37;36;4;90;127.6;0;0;0;;1;0;23;;0;5;6;4;14.25;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate
1680;1;39;1;9500;1;1;133.1;1;1;37;9;9;100;0;0;0;;1;0;28;;0;7;11;3;11.91666667;1;0;7;17;0;0;0;16.2;0.3;-0.92;Dropout
1681;1;1;1;9119;1;1;128;1;38;38;9;7;124.5;1;0;0;;1;0;19;;0;5;10;3;10.66666667;0;0;5;9;2;14;2;7.6;2.6;0.32;Enrolled
1682;1;1;1;9773;1;1;117;1;1;19;4;4;109.3;0;0;0;;1;0;19;;0;6;11;4;12.25;0;0;6;10;3;12.66666667;0;7.6;2.6;0.32;Enrolled
1683;1;1;2;9670;1;1;124;1;19;1;9;4;117.7;1;0;1;;1;0;20;;0;5;5;4;12;0;0;5;6;5;11.6;0;9.4;-0.8;-3.12;Dropout
1684;1;1;1;9670;1;1;124;1;2;2;3;3;124.7;1;0;0;;1;0;21;;0;5;7;3;11;0;0;5;5;4;12.75;0;7.6;2.6;0.32;Dropout
1685;1;17;3;9070;1;1;128;1;37;37;5;5;124.5;1;0;0;;1;0;18;;0;6;6;6;14.16666667;0;0;6;8;5;13;0;10.8;1.4;1.74;Graduate
1686;1;1;5;9070;1;1;125;1;3;3;2;2;140.8;1;0;0;;1;0;22;;0;6;6;6;14.66666667;0;0;6;6;6;15;0;9.4;-0.8;-3.12;Graduate
1687;1;17;3;9085;1;1;121;1;38;1;9;9;111.9;1;0;0;;1;0;21;;0;5;11;0;0;0;0;5;10;5;12.28571429;1;10.8;1.4;1.74;Graduate
1689;1;1;1;171;1;1;124;1;19;1;9;9;121.2;1;0;0;;1;0;20;;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Enrolled
1690;1;43;4;171;1;1;136;1;37;37;9;9;123.8;1;0;0;;1;0;19;;0;0;0;0;0;0;0;0;0;0;0;0;7.6;2.6;0.32;Dropout
1691;1;7;1;9119;1;1;140.8;1;34;34;0;0;134;0;0;0;;1;0;24;;0;5;0;0;0;0;0;5;0;0;0;0;7.6;2.6;0.32;Dropout
1693;1;1;1;9500;1;1;133;1;37;38;9;9;130.2;1;0;0;;1;1;19;;0;7;7;7;13.7;0;0;8;9;8;14.02222222;0;16.2;0.3;-0.92;Graduate
1694;1;1;1;9147;1;1;131;1;3;19;3;10;123.3;0;0;0;;1;0;19;;0;5;7;5;11.8;0;0;5;8;4;12.4;2;16.2;0.3;-0.92;Enrolled
1695;1;39;1;9119;1;3;130;1;3;3;3;10;147.6;0;0;0;;1;0;31;;0;5;0;0;0;0;0;5;0;0;0;0;10.8;1.4;1.74;Dropout
1696;1;17;1;9670;1;1;120;1;38;37;9;8;113.4;1;0;0;;1;1;19;;0;6;6;6;13.33333333;0;0;6;7;6;13.28571429;0;8.9;1.4;3.51;Graduate
1697;1;17;1;9070;1;1;141;1;19;38;4;5;133.7;1;0;0;;1;0;22;;0;6;7;5;11.4;0;0;6;6;6;12.16666667;0;7.6;2.6;0.32;Graduate
1698;1;39;1;9085;1;1;130;1;34;1;0;2;128.2;0;0;0;;1;0;25;;0;5;5;0;0;0;0;5;5;0;0;0;7.6;2.6;0.32;Dropout
1699;1;1;1;9500;1;1;168;1;1;1;5;5;161;1;0;0;;1;0;18;;0;7;7;7;16.14285714;0;0;8;9;0;0;0;16.2;0.3;-0.92;Dropout
1700;1;7;1;9500;1;3;130;1;37;37;90;90;130;1;0;0;;1;0;30;;0;8;8;0;0;8;0;8;8;0;0;8;9.4;-0.8;-3.12;Dropout
1701;1;1;1;9500;1;1;156;1;38;37;9;9;156.3;0;0;0;;1;1;18;;0;8;8;8;15.63375;0;0;8;8;8;15.63375;0;9.4;-0.8;-3.12;Graduate
1702;1;1;1;9773;1;1;137;1;1;1;5;5;129.3;1;0;0;;1;0;18;;0;6;6;6;13.66666667;0;0;6;6;6;14.5;0;12.7;3.7;-1.7;Graduate
1703;1;17;6;9773;1;1;131;1;34;34;0;0;129.3;0;0;0;;1;0;18;;0;6;0;0;0;0;0;6;0;0;0;0;7.6;2.6;0.32;Dropout
1704;1;1;1;9238;1;1;130;1;38;38;7;7;136.3;1;0;0;;1;0;18;;0;6;8;6;12.5;0;0;6;7;6;11.5;0;10.8;1.4;1.74;Graduate
1705;1;39;1;9670;1;1;133.1;1;1;19;4;9;140;0;0;0;;1;1;25;;0;6;8;6;12.28571429;0;0;6;6;6;13;0;15.5;2.8;-4.06;Graduate
1706;1;1;1;9119;1;1;131;1;3;1;4;1;135.9;0;0;0;;1;0;18;;0;5;10;2;14;0;0;5;7;3;11;1;7.6;2.6;0.32;Enrolled
1707;1;1;5;171;1;1;160;1;1;1;4;4;139.7;0;0;0;;1;0;18;;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Dropout
1708;1;1;4;9147;1;1;117;1;1;38;8;9;117;1;0;0;;1;0;19;;0;5;5;4;10.75;0;0;5;6;4;12.25;0;12.4;0.5;1.79;Enrolled
1709;1;39;1;9556;1;19;133.1;1;19;1;7;10;105;0;0;0;;1;0;25;;0;7;14;4;12.95;1;0;7;11;4;13.125;1;15.5;2.8;-4.06;Dropout
1710;1;1;3;9500;1;1;130;1;37;38;9;5;130.5;1;0;0;;0;0;19;;0;7;7;6;12.45;0;0;7;7;6;12.45;0;7.6;2.6;0.32;Graduate
1711;1;44;1;9991;0;39;130;1;37;37;9;9;130;0;0;0;;0;0;31;;2;6;12;4;12.25;0;3;7;9;7;12;0;9.4;-0.8;-3.12;Enrolled
1712;1;1;3;9500;1;1;137;1;19;19;5;4;131.5;1;0;0;;0;1;20;;0;8;8;8;13.38125;0;0;8;8;8;13.38125;0;9.4;-0.8;-3.12;Graduate
1715;1;17;4;9238;1;1;140;1;19;37;9;9;130.2;1;0;0;;0;1;18;;0;6;8;6;12.75;0;0;6;10;6;12.16666667;0;12.7;3.7;-1.7;Graduate
1716;1;17;2;9500;1;1;135;1;1;19;4;10;133.5;1;0;0;;0;0;19;;0;8;8;8;13.3425;0;0;8;8;8;13.3425;0;9.4;-0.8;-3.12;Graduate
1717;1;1;4;9500;1;1;140;1;38;38;7;7;133.2;1;0;0;;0;1;20;;0;7;10;7;14.175;0;0;8;14;6;13.03125;0;15.5;2.8;-4.06;Graduate
1718;2;39;1;9500;1;1;100;1;37;38;4;4;130;0;0;0;;1;1;33;;0;8;16;1;10;1;0;8;16;1;10;1;12.7;3.7;-1.7;Enrolled
