ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nationality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International
4323;1;1;1;9773;1;1;124;17;1;1;3;5;118.1;1;0;1;0;0;0;19;1
4325;1;1;1;9500;1;1;141;1;19;19;7;9;139.8;0;0;0;1;0;1;19;0
4331;1;1;4;9238;1;1;133.1;1;1;37;8;9;118;1;0;0;1;0;0;19;0
4334;1;1;2;9238;1;1;147;1;19;38;9;8;135.8;1;0;0;1;0;1;19;0
4348;1;17;5;9147;1;1;133;1;1;1;4;4;129.2;1;0;0;1;0;0;19;0
4359;1;43;1;9254;1;1;134;1;37;37;9;9;133.3;1;0;1;1;0;0;19;0
4360;1;1;4;9238;1;1;130;1;1;19;4;5;124.8;1;0;0;1;0;0;19;0
4361;1;17;4;9500;1;1;140;1;19;37;4;8;133.3;1;0;0;1;0;0;19;0
4362;1;17;1;9500;1;1;145;1;3;3;2;3;141.8;0;0;0;1;0;0;19;0
4366;1;1;2;171;1;1;117;1;38;38;4;9;120.2;1;0;0;1;1;0;19;0
4371;1;1;3;171;1;1;137;1;1;3;5;2;133.9;1;0;0;1;1;0;19;0
4374;1;1;1;9238;1;1;124;1;37;37;7;9;121.2;0;0;0;1;0;0;19;0
4383;1;1;1;9500;1;1;131;1;1;1;9;9;122;0;0;0;1;0;0;19;0
4386;1;1;1;9238;1;1;122;1;19;19;193;194;112.6;0;0;0;1;0;0;19;0
4396;1;17;3;9773;1;1;153;1;34;34;99;99;133.1;1;0;1;1;0;1;19;0
4404;1;17;3;9500;1;1;137;1;1;1;4;10;124.8;1;0;0;1;1;1;19;0
4413;1;43;1;9070;1;1;125;1;19;19;7;8;133.4;1;0;0;1;1;1;19;0
4420;1;1;6;9773;1;1;125;1;1;1;5;4;122.2;0;0;0;1;1;0;19;0
7;1;1;1;9500;1;1;142;1;19;38;7;10;128.4;1;0;0;1;0;1;18;0
10;1;1;1;9238;1;1;138;1;1;19;4;7;123;1;0;1;0;0;0;18;0
11;1;1;1;9670;1;1;139;1;38;          ;5;7;130.6;1;0;0;1;0;0;18;0
12;1;1;1;9500;1;1;136;1;19;38;9;9;119.3;1;0;0;1;0;1;18;0
15;1;1;1;9085;1;1;149;1;38;37;5;5;137.1;1;0;0;1;0;1;18;0
17;1;18;1;9238;1;1;137;1;19;38;5;8;137.4;1;0;0;1;0;0;18;0
18;1;17;2;9500;1;1;135;1;19;1;5;4;127.3;1;0;0;1;0;0;18;0
20;1;1;1;9853;1;1;140;1;19;19;7;7;124.6;1;0;0;1;0;0;18;0
23;1;1;4;9500;1;1;142;1;19;19;1;1;125.5;1;0;0;1;0;0;18;0
26;1;1;1;9238;1;1;151;1;19;38;9;9;157;1;0;1;1;0;1;18;0
28;1;1;1;9085;1;1;138;1;19;19;3;3;131;1;0;0;1;0;0;18;0
33;1;1;1;9147;1;1;143;1;1;1;4;6;138.8;0;0;0;0;1;0;18;0
41;1;1;5;9773;1;1;126;1;3;3;2;2;121.1;0;0;1;1;0;0;18;0
47;1;17;2;9238;1;1;130;1;19;19;9;9;127.6;1;0;0;1;0;0;18;0
56;1;1;1;9500;1;1;130;1;1;19;5;5;129.1;1;0;0;1;0;0;18;0
59;1;17;1;9500;1;1;141;1;38;38;7;10;139.8;1;0;0;1;0;0;18;0
60;1;1;3;171;1;1;125;1;38;37;4;9;115.2;1;0;0;1;0;0;18;0
61;1;1;2;9500;1;1;125;1;19;19;9;9;114.9;0;0;0;1;0;0;18;0
71;1;17;1;9147;1;1;148;1;38;37;5;5;134;0;0;0;1;1;0;18;0
74;1;17;4;9254;1;1;118;1;38;37;5;7;111.7;1;0;0;1;1;0;18;0
75;1;1;2;9773;1;1;142;1;38;38;9;9;132.9;1;0;0;1;1;0;18;0
76;1;17;3;9147;1;1;120;1;19;19;4;7;115.5;1;0;1;1;1;0;18;0
84;1;17;1;9254;1;1;120;1;19;19;4;4;125.5;0;0;0;1;1;0;18;0
90;1;43;2;9119;1;1;115;1;38;19;9;6;112.2;1;0;1;1;1;0;18;0
97;1;1;5;9773;1;1;135;1;37;1;5;5;124.9;1;0;0;1;0;0;18;0
98;1;1;5;9500;1;1;132;1;37;37;7;7;120.3;1;0;0;1;0;1;18;0
111;1;1;1;9238;1;1;142;1;37;37;6;7;136.1;1;0;0;1;0;0;18;0
112;1;17;2;9147;1;1;123;1;1;38;4;7;115.3;1;0;0;1;0;1;18;0
114;1;1;3;9773;1;1;158;1;1;38;4;7;157;1;0;0;1;0;0;18;0
115;1;17;2;9500;1;1;122;1;37;37;9;9;131;1;0;0;1;0;0;18;0
119;1;1;2;9085;1;1;140;1;37;38;9;7;137;0;0;0;1;0;0;18;0
120;1;1;1;9147;1;1;127;1;2;19;4;5;121.8;0;0;0;1;0;0;18;0
128;1;1;1;9853;1;1;146;1;19;38;9;3;145.3;1;0;0;1;0;1;18;0
129;1;17;3;9238;1;1;131;1;1;39;5;3;122.6;1;0;0;1;0;0;18;0
131;1;1;3;9500;1;1;138;1;19;19;5;8;124.9;1;0;0;1;0;1;18;0
132;1;17;2;9070;1;1;130;1;37;37;9;9;123.7;1;0;0;1;0;0;18;0
138;1;1;1;9773;1;1;153;1;1;1;141;175;157.9;0;0;1;1;0;1;18;0
140;1;18;1;9500;1;1;178;1;19;1;4;8;174.7;0;0;0;1;0;0;18;0
149;1;1;1;9147;1;1;134;1;3;19;2;10;128.8;0;0;0;1;0;0;18;0
151;1;1;1;171;1;1;136;1;3;37;2;8;121.7;1;0;0;1;0;0;18;0
153;1;17;1;9853;1;1;138;1;38;38;7;6;124.7;1;0;0;1;0;0;18;0
154;1;1;1;9853;1;1;137;1;37;37;9;9;132.8;1;0;0;1;0;0;18;0
157;1;1;1;9147;1;1;131;1;38;38;9;9;126.5;0;0;0;1;0;1;18;0
158;1;17;2;9238;1;1;133;1;1;37;7;9;127.4;1;0;0;1;0;1;18;0
162;1;1;1;9500;1;1;127;1;19;37;9;7;123.9;1;0;0;1;0;1;18;0
163;1;1;2;9500;1;1;134;1;19;19;9;9;125.8;1;0;0;1;0;0;18;0
176;1;1;1;9670;1;1;131;1;37;37;9;9;123;1;0;0;1;0;1;18;0
179;1;1;5;9853;1;1;141;1;37;19;9;5;133;1;0;0;1;0;0;18;0
188;1;17;3;9500;1;1;141;1;38;1;9;4;129;1;0;0;1;0;1;18;0
195;1;1;4;9500;1;1;142;1;38;38;9;8;129.8;1;0;0;1;0;0;18;0
197;1;18;6;9500;1;1;126;1;37;37;5;5;122.8;1;0;0;1;0;0;18;0
199;1;1;1;9853;1;1;130;1;19;19;3;8;131.8;0;0;0;1;0;0;18;0
500;1;17;1;9500;1;1;128;1;38;38;7;7;131.5;0;0;0;1;0;0;18;0
502;1;17;2;9254;1;1;128;1;38;38;9;9;129.1;1;0;0;1;0;0;18;0
503;1;1;1;9070;1;1;125;1;1;1;4;4;132;0;0;0;0;0;0;18;0
505;1;1;2;9500;1;1;135;1;37;1;7;7;132.8;1;0;0;1;0;1;18;0
508;1;1;2;9773;1;1;138;1;19;1;9;3;133.5;1;0;0;1;0;0;18;0
509;1;1;1;9130;1;1;150;1;5;5;2;2;146.2;0;0;0;1;0;0;18;0
511;1;1;2;9070;1;1;121;1;4;1;2;3;120.7;1;0;0;1;0;0;18;0
521;1;1;6;9500;1;1;135;1;37;1;5;5;126.8;1;0;0;1;0;1;18;0
522;1;17;1;9130;1;1;130;1;3;19;2;9;115.9;0;0;0;1;0;0;18;0
524;1;18;3;9085;1;1;149;103;1;1;9;9;132.2;1;0;0;1;0;1;18;1
525;1;1;1;9556;1;1;180;103;5;3;1;1;183.5;1;0;0;1;0;0;18;1
530;1;1;1;9130;1;1;154;1;3;3;2;2;137.2;1;0;1;1;1;0;18;0
533;1;1;2;9500;1;1;145;1;4;2;2;3;127.3;1;0;0;1;1;0;18;0
544;1;1;1;9500;1;1;154;1;1;1;5;3;144.9;0;0;0;1;1;1;18;0
545;1;17;2;9119;1;1;127;1;19;1;9;10;121.1;1;0;0;1;1;1;18;0
549;1;1;1;9500;1;1;149;1;37;37;9;9;138;0;0;0;1;1;0;18;0
558;1;1;1;171;1;1;161;1;37;37;9;9;144.2;1;0;0;1;1;0;18;0
564;1;1;1;9130;1;1;132;1;19;38;9;9;130.4;1;0;0;1;1;0;18;0
568;1;17;4;9119;1;1;129;1;34;36;0;5;118.9;1;0;0;1;1;0;18;0
582;1;17;5;9500;1;1;141;1;12;1;5;5;133;1;0;0;1;0;0;18;0
584;1;1;1;9147;1;1;148;1;37;38;9;8;133;1;0;0;1;0;0;18;0
586;1;1;1;9147;1;1;143;1;1;19;3;3;133.9;0;0;0;1;0;1;18;0
588;1;17;1;9773;1;1;121;1;38;38;9;8;120.4;1;0;0;1;0;1;18;0
591;1;1;2;9670;1;1;123;1;19;1;9;3;117.8;1;0;0;1;0;0;18;0
605;1;1;1;9500;1;1;143;1;1;37;3;8;128;0;0;0;1;0;1;18;0
609;1;17;1;9085;1;1;127;1;19;38;194;193;117.6;0;0;0;1;0;0;18;0
610;1;43;3;9500;1;1;126;1;38;37;6;5;124.3;1;0;0;1;0;1;18;0
616;1;1;6;9500;1;1;144;1;1;37;9;9;127.5;1;0;0;1;0;1;18;0
624;1;17;1;9500;1;1;137;1;38;37;7;5;131;1;0;0;1;0;1;18;0
629;1;17;2;9773;1;1;125;1;1;38;5;6;115.9;1;0;0;1;0;0;18;0
635;1;1;1;9670;1;1;135;1;37;37;9;7;132.6;1;0;0;1;0;1;18;0
637;1;1;5;9500;1;1;147;1;37;37;9;9;134.3;0;0;0;1;0;1;18;0
640;1;18;1;9773;1;1;135;1;1;1;3;3;129.8;0;0;0;1;0;1;18;0
642;1;1;6;9147;1;1;128;1;37;37;9;9;116.5;0;0;0;1;0;0;18;0
643;1;1;1;9147;1;1;129;1;37;38;4;9;121;1;0;0;1;0;0;18;0
644;1;1;3;9500;1;1;143;1;37;38;7;7;133.8;1;0;0;1;0;0;18;0
651;1;17;1;9238;1;1;151;1;19;1;5;0;144.4;1;0;0;1;0;0;18;0
657;1;1;1;9238;1;1;135;1;37;19;5;10;121;0;0;1;1;0;0;18;0
663;1;17;4;9773;1;1;127;1;1;19;4;1;115.8;1;0;0;1;0;0;18;0
664;1;1;3;9670;1;1;126;1;37;37;0;0;136.5;1;0;0;1;0;0;18;0
667;1;17;2;9773;1;1;126;1;37;38;5;5;129.5;1;0;1;0;0;0;18;0
675;1;1;1;9254;1;1;116;1;38;38;5;8;110.8;1;0;0;1;0;0;18;0
677;1;17;4;9070;1;1;160;1;1;19;5;7;155.5;1;0;0;1;0;0;18;0
678;1;1;1;9853;1;1;133;1;37;19;7;7;126.7;1;0;0;1;0;0;18;0
688;1;17;3;9500;1;1;133;1;38;19;9;8;128.8;1;0;0;1;1;0;18;0
696;1;1;1;9147;1;1;143;1;3;1;5;5;152.1;1;0;1;1;1;0;18;0
714;1;1;1;9500;1;1;143;1;3;3;2;2;129;0;0;0;1;1;0;18;0
720;1;43;1;9670;1;1;142;1;38;1;8;10;138.5;1;0;0;1;1;0;18;0
730;1;43;1;9670;1;1;141;1;3;2;2;2;133.3;1;0;0;1;1;0;18;0
731;1;1;1;9773;1;1;120;1;19;37;9;9;118.3;0;0;1;0;1;1;18;0
741;1;1;1;9070;1;1;124;1;19;19;9;7;113.9;1;0;0;1;1;0;18;0
743;1;17;3;9500;1;1;142;1;3;3;3;3;132.9;1;0;0;1;1;0;18;0
750;1;1;2;9500;1;1;134;1;1;1;5;3;128.4;1;0;0;1;0;0;18;0
757;1;15;1;9670;1;1;133.1;41;1;1;9;5;128.2;0;0;1;0;1;0;18;1
772;1;17;6;9773;1;1;126;1;1;19;5;5;119;1;0;0;1;0;0;18;0
774;1;1;2;9238;1;1;129;1;38;1;4;10;129.4;1;0;0;1;0;0;18;0
780;1;17;3;9773;1;1;123;1;1;19;5;5;117.4;1;0;0;1;0;1;18;0
781;1;17;1;9773;1;1;150;1;38;38;7;7;137.8;1;0;0;1;0;1;18;0
783;1;1;1;9500;1;1;152;1;19;37;3;8;156.9;0;0;0;1;0;1;18;0
784;1;1;3;9500;1;1;154;1;3;3;1;3;129;1;0;0;1;0;0;18;0
787;1;1;1;9070;1;1;153;1;3;3;1;2;146.7;1;0;0;1;0;0;18;0
788;1;1;1;9500;1;1;148;1;3;1;4;5;132.8;0;0;0;1;0;0;18;0
789;1;5;3;9085;1;1;143;1;37;37;0;90;159.1;0;0;1;1;0;1;18;0
794;1;17;3;9238;1;1;118;1;3;1;2;5;110;1;0;0;1;0;0;18;0
795;1;1;3;9773;1;1;121;1;19;19;3;3;116.1;0;0;0;1;0;1;18;0
796;1;1;3;9773;1;1;135;1;38;38;5;8;133.3;1;0;0;1;0;1;18;0
798;1;18;3;9500;1;1;145;1;1;1;4;8;133.6;1;0;0;1;0;0;18;0
800;1;1;1;9853;1;1;127;1;3;1;3;7;137.2;1;0;0;1;0;0;18;0
802;1;1;2;9238;1;1;117;1;19;1;9;8;110;1;0;1;0;0;0;18;0
804;1;1;1;9773;1;1;141;1;38;38;9;9;128.4;1;0;0;1;0;0;18;0
807;1;17;3;9070;1;1;142;1;1;38;3;5;146.9;1;0;0;1;0;1;18;0
812;1;17;2;9853;1;1;112;1;19;38;5;7;107.1;1;0;0;1;0;1;18;0
813;1;17;1;9500;1;1;135;1;19;38;9;9;129.2;0;0;0;1;0;1;18;0
814;1;1;1;9500;1;1;162;1;3;4;3;3;154.1;0;0;0;1;0;0;18;0
815;1;1;1;9853;1;1;143;1;19;3;4;4;147.2;0;0;0;1;0;0;18;0
818;1;16;1;9070;1;1;125;1;1;1;4;4;120.8;1;0;0;1;0;0;18;0
821;1;1;1;9147;1;1;142;1;19;19;9;9;127;1;0;0;1;0;1;18;0
826;1;17;3;9670;1;1;125;1;1;3;4;3;117.3;1;0;0;1;0;0;18;0
827;1;17;1;9853;1;1;127;1;1;1;5;7;121.4;1;0;0;1;0;0;18;0
828;1;1;3;9070;1;1;132;1;1;3;9;7;126.1;1;0;0;1;0;1;18;0
829;1;1;4;9500;1;1;148;1;19;19;4;5;137;1;0;0;1;0;0;18;0
836;1;1;3;9119;1;1;133;1;3;1;3;4;121.8;1;0;0;1;1;0;18;0
844;1;1;3;9500;1;1;147;1;37;38;9;5;134.8;1;0;0;1;0;0;18;0
845;1;1;1;9238;1;1;143;1;38;34;9;9;133.6;1;0;0;1;0;0;18;0
849;1;1;1;9085;1;1;122;1;1;1;2;5;113.3;1;0;0;1;0;0;18;0
855;1;17;4;9119;1;1;127;1;19;19;5;5;120.4;1;0;1;0;1;0;18;0
861;1;18;2;9119;1;1;136;1;1;2;5;4;122.7;1;0;0;1;1;0;18;0
866;1;1;4;9500;1;1;128;1;1;1;4;10;125.2;1;0;0;1;1;1;18;0
870;1;1;1;171;1;1;163;1;19;1;9;7;143.1;0;0;0;1;1;0;18;0
875;1;1;1;9003;1;1;148;1;1;19;194;194;143.5;0;0;1;1;1;0;18;0
891;1;1;2;9773;1;1;159;1;1;19;9;9;151.3;1;0;0;1;0;0;18;0
897;1;17;1;9773;1;1;120;1;37;37;5;5;125.3;0;0;0;1;0;0;18;0
904;1;1;2;9500;1;1;145;1;37;1;9;4;138.8;1;0;0;1;0;1;18;0
911;1;1;1;9853;1;1;145;1;37;37;9;5;146.8;0;0;0;1;0;0;18;0
923;1;17;6;9238;1;1;131;1;1;3;4;2;131.7;1;0;0;1;0;0;18;0
931;1;1;5;9147;1;1;125;1;37;38;7;7;122.2;1;0;0;1;0;0;18;0
939;1;1;1;9773;1;1;145;1;19;38;4;10;131.7;1;0;0;1;0;0;18;0
945;1;16;1;9556;1;1;137;1;37;37;9;7;122.7;1;0;0;1;0;1;18;0
946;1;17;2;9254;1;1;123;1;37;37;7;7;113.9;1;0;0;1;0;0;18;0
963;1;1;1;9130;1;1;133;1;3;1;2;4;126;0;0;0;1;1;0;18;0
964;1;1;2;9119;1;1;149;1;38;38;5;5;141;0;0;0;1;1;0;18;0
965;1;1;1;9773;1;1;121;1;1;3;3;7;113;1;0;0;1;1;1;18;0
976;1;17;3;9119;1;1;120;1;1;19;9;3;116.9;1;0;1;0;1;0;18;0
983;1;1;1;9773;1;1;134;1;1;38;4;5;122.8;0;0;0;1;1;0;18;0
988;1;17;1;9070;1;1;134;1;1;1;5;0;133.3;1;0;0;1;1;0;18;0
991;1;17;1;9500;1;1;130;1;1;3;9;2;128.6;1;0;0;1;0;0;18;0
992;1;1;1;9130;1;1;135;1;3;3;2;2;137.1;1;0;0;1;0;0;18;0
993;1;1;1;9773;1;1;143;1;1;3;3;3;149;1;0;0;1;0;0;18;0
1000;1;1;3;9070;1;1;146;1;34;34;0;0;143.6;1;0;0;1;0;0;18;0
1001;1;17;3;9070;1;1;132;1;38;1;5;5;124.3;0;1;0;1;0;0;18;0
1002;1;1;5;9670;1;1;116;1;19;38;9;9;119.5;1;0;0;0;0;0;18;0
1003;1;1;1;171;1;1;163;1;3;4;2;5;175.6;1;0;0;1;0;0;18;0
1005;1;17;2;9238;1;1;136;1;1;3;3;4;126.6;1;0;0;1;0;0;18;0
1006;1;17;1;9085;1;1;142;1;3;19;5;5;130.8;1;0;0;1;0;0;18;0
1007;1;17;6;9500;1;1;139;1;37;37;9;6;133.5;1;0;0;1;0;1;18;0
1009;1;1;1;9500;1;1;165;1;19;37;5;5;142.3;0;0;0;1;0;1;18;0
1010;1;17;3;9670;1;1;122;1;1;38;3;3;114.3;1;0;0;1;0;0;18;0
1011;1;1;2;9500;1;1;135;1;19;19;9;10;122.9;1;0;0;1;0;0;18;0
1013;1;17;1;9147;1;1;139;1;1;38;4;5;152;0;0;0;1;0;1;18;0
1014;1;1;2;9773;1;1;125;1;19;1;4;5;122.2;1;0;0;1;0;0;18;0
1019;1;17;4;9670;1;1;110;1;19;37;9;99;106.1;1;1;1;0;0;1;18;0
1027;1;1;1;9085;1;1;123;1;30;19;4;90;122.3;0;0;0;1;0;0;18;0
1029;1;17;2;9500;1;1;135;1;19;19;9;4;129.8;1;0;0;1;0;0;18;0
1031;1;1;2;9147;1;1;132;1;1;19;4;3;126.4;1;0;0;1;0;1;18;0
1032;1;1;1;9853;1;1;120;1;19;37;5;7;115.1;0;0;0;1;0;1;18;0
1033;1;1;1;9773;1;1;144;1;37;37;8;8;138.4;0;0;0;1;0;0;18;0
1034;1;17;1;9085;1;1;129;1;1;37;9;9;118.2;1;0;0;1;0;1;18;0
1035;1;17;1;9070;1;1;136;1;38;19;7;7;121.7;1;0;0;1;0;0;18;0
1036;1;1;3;9070;1;1;125;1;1;38;9;7;118;0;0;0;1;0;1;18;0
1037;1;17;1;9238;1;1;125;1;1;38;9;7;119.8;0;0;0;1;0;0;18;0
1038;1;1;1;9238;1;1;154;1;1;3;4;2;164.9;0;0;0;1;0;0;18;0
1040;1;1;1;9853;1;1;124;1;3;1;2;5;121.6;0;0;0;1;0;0;18;0
1041;1;17;4;9070;1;1;126;1;1;19;4;5;120.4;1;0;0;1;0;0;18;0
1044;1;1;6;9500;1;1;133;1;38;38;9;9;128.8;1;0;0;1;0;1;18;0
1050;1;1;1;9500;1;1;143;1;38;38;5;5;133.9;0;0;0;1;0;0;18;0
1051;1;1;1;171;1;1;141;1;1;38;4;8;136.8;1;0;0;1;0;1;18;0
1053;1;17;3;9500;1;1;138;1;3;3;4;5;130;1;0;0;1;0;0;18;0
1064;1;1;1;9500;1;1;149;1;19;1;4;4;134.8;0;0;0;1;0;0;18;0
1065;1;1;1;9853;1;1;163;1;19;1;5;10;146.6;1;0;1;1;0;0;18;0
1068;1;1;1;9147;1;1;130;1;37;38;3;3;123;0;0;0;1;0;0;18;0
1070;1;1;2;9670;1;1;111;1;19;19;9;9;114.2;1;0;0;1;0;0;18;0
1074;1;1;1;9085;1;1;151;1;3;3;1;90;161.9;0;0;0;1;0;0;18;0
1075;1;1;1;9238;1;1;132;1;37;37;9;5;135.9;0;0;0;1;0;0;18;0
1076;1;1;2;9773;1;1;116;1;19;19;4;7;110.1;1;0;0;1;0;0;18;0
1085;1;1;2;9070;1;1;124;1;19;1;9;3;123.7;1;0;0;1;0;1;18;0
1089;1;17;2;9853;1;1;114;1;1;1;4;0;108.8;1;0;0;1;0;0;18;0
1090;1;43;1;171;1;1;133;1;19;19;5;7;133;0;0;0;1;0;0;18;0
1091;1;17;1;9130;1;1;130;1;1;1;4;5;123.8;0;0;0;1;0;0;18;0
1092;1;17;3;9773;1;1;127;1;19;19;5;8;120;0;0;0;1;0;0;18;0
1093;1;17;3;9238;1;1;143;1;37;38;0;7;126.9;1;0;0;1;0;0;18;0
1098;1;1;1;9254;1;1;130;1;37;38;9;9;133.9;1;0;0;1;0;0;18;0
1103;1;1;2;9853;1;1;121;1;38;38;7;5;120;1;0;0;1;0;0;18;0
1108;1;1;3;9500;1;1;135;1;38;19;8;8;126.3;1;0;1;1;0;1;18;0
1129;1;1;1;9147;1;1;150;1;37;37;9;6;138.5;0;0;0;1;0;1;18;0
1130;5;17;5;9500;1;1;143;1;37;38;5;8;133.5;1;0;0;1;0;1;18;0
1131;1;1;3;9500;1;1;145;1;19;37;7;7;141.5;1;0;0;1;0;1;18;0
1134;1;1;1;9500;1;1;145;1;19;1;9;5;145;0;0;0;1;0;1;18;0
1137;1;1;3;9070;1;1;136;1;37;38;9;9;125.2;1;0;0;1;0;1;18;0
1139;1;17;4;9500;1;1;141;1;38;37;3;3;126.3;1;0;0;1;0;0;18;0
1141;1;1;6;9500;1;1;130;1;38;19;5;6;125.1;1;0;0;1;0;0;18;0
1144;1;1;1;9853;1;1;152;1;19;19;9;5;154.1;0;0;1;1;0;1;18;0
1147;1;1;1;171;1;1;131;1;19;38;4;5;132.8;1;0;0;1;0;0;18;0
1149;1;18;2;9853;1;1;120;1;1;1;9;0;115.8;0;0;0;1;0;0;18;0
1150;1;1;1;9500;1;1;148;1;19;19;4;4;133.8;0;0;0;1;0;0;18;0
1151;1;1;1;9070;1;1;130;1;12;19;4;5;118.5;0;1;0;1;0;1;18;0
1163;1;17;3;9500;1;1;139;1;38;1;9;5;131.8;1;0;0;1;0;0;18;0
1172;1;17;4;9500;1;1;137;1;1;19;4;3;121.3;1;0;0;1;1;1;18;0
1173;1;42;1;9119;1;1;144;1;34;34;0;0;119.5;0;0;0;1;1;0;18;0
1176;1;17;4;9254;1;1;130;1;19;1;5;5;130;1;0;0;1;1;0;18;0
1177;1;16;2;9238;1;1;130;1;37;37;5;6;126.9;1;0;0;1;0;0;18;0
1182;1;16;1;9085;1;1;140;1;1;1;9;9;127.1;1;0;0;1;0;0;18;0
1186;1;1;1;9238;1;1;135;1;19;19;9;9;124.5;0;0;0;1;0;1;18;0
1189;1;17;1;9254;1;1;128;1;19;1;5;7;120.7;1;0;1;1;0;0;18;0
1190;1;1;1;9670;1;1;141;1;1;19;4;4;132.6;0;0;0;1;0;1;18;0
1193;1;1;1;171;1;1;142;1;19;19;7;7;142;1;0;0;1;0;1;18;0
1196;1;17;1;9853;1;1;125;1;19;19;4;7;128.5;1;0;0;1;0;0;18;0
1199;1;1;1;9238;1;1;147;1;1;19;4;4;137.2;0;0;0;0;0;0;18;0
1201;1;1;1;9130;1;1;161;1;1;19;4;4;152.3;0;0;0;1;0;0;18;0
1215;1;1;4;9500;1;1;126;1;19;19;7;9;121.3;1;0;0;1;0;1;18;0
1216;1;1;1;9500;1;1;176;1;3;38;3;7;169.7;0;0;0;1;0;1;18;0
1217;1;17;4;9238;1;1;124;1;19;19;5;8;117.7;1;0;0;1;0;0;18;0
1220;1;18;2;9147;1;1;143;1;19;38;9;7;132.2;1;0;0;1;0;1;18;0
1222;1;1;1;9500;1;1;132;1;19;1;9;5;123.4;0;0;0;1;0;1;18;0
1226;1;17;1;9238;1;1;153;1;38;38;7;7;159.7;1;0;0;1;0;1;18;0
1229;1;1;5;9500;1;1;137;1;38;38;4;8;126.5;1;0;0;1;0;0;18;0
1237;1;1;6;9500;1;1;141;1;1;37;4;3;126.8;1;0;0;1;0;0;18;0
1238;1;18;1;9119;1;1;146;1;1;37;7;7;132.4;1;0;0;1;1;0;18;0
1247;1;1;1;9238;1;1;128;1;19;19;9;9;120;0;0;0;1;0;1;18;0
1250;1;1;2;9853;1;1;124;1;38;37;5;3;118.1;1;0;0;0;0;0;18;0
1253;1;17;3;9670;1;1;123;1;38;38;7;8;118.8;1;1;0;1;0;1;18;0
1265;1;18;2;9500;1;1;135;1;38;37;9;5;125.3;1;0;0;1;0;1;18;0
1266;1;1;6;9500;1;1;137;1;1;1;4;5;126.3;1;0;0;1;0;1;18;0
1271;1;17;1;9773;1;1;121;1;37;19;9;10;113.7;0;0;0;1;0;0;18;0
1277;1;17;5;9670;1;1;125;1;1;19;9;7;119.4;1;0;0;1;0;0;18;0
1281;1;1;3;9773;1;1;143;11;19;19;4;9;133.9;1;0;0;1;1;1;18;1
1283;1;17;5;9254;1;1;121;1;1;19;4;7;116.5;1;0;0;0;1;0;18;0
1284;1;1;1;9119;1;1;168;1;19;19;4;4;171.2;0;0;0;1;1;1;18;0
1291;1;17;2;9119;1;1;120;1;1;19;9;8;117.2;0;0;0;1;1;1;18;0
1306;1;1;3;9773;1;1;130;1;19;19;9;9;123;1;0;0;1;0;0;18;0
1308;1;17;3;9147;1;1;147;1;19;38;5;7;132.3;1;0;0;1;0;1;18;0
1309;1;18;1;9500;1;1;140;1;37;38;5;7;126;1;0;0;1;0;0;18;0
1312;1;1;1;9085;1;1;130;1;37;37;9;6;126.5;1;0;0;1;0;1;18;0
1314;1;1;4;9500;1;1;144;1;3;39;2;3;129;1;0;0;1;0;0;18;0
1315;1;1;1;9670;1;1;127;1;19;1;5;7;118.3;1;0;0;1;0;0;18;0
1318;1;1;5;9773;1;1;130;1;34;38;0;8;128.3;1;0;0;0;0;1;18;0
1321;1;1;5;9238;1;3;135;1;1;38;9;3;129.4;0;0;1;1;0;0;18;0
1323;1;1;5;9500;1;1;145;1;38;38;9;9;125.5;1;0;0;1;0;1;18;0
1325;1;17;3;9147;1;1;125;1;3;38;2;10;118.7;1;0;0;1;0;0;18;0
1326;1;1;2;9500;1;1;152;1;37;37;9;9;139;1;0;0;1;0;0;18;0
1330;1;1;1;9085;1;1;120;1;4;1;2;9;113.4;0;0;0;1;0;0;18;0
1331;1;17;3;9556;1;1;131;1;19;38;9;7;128.5;0;0;0;1;0;1;18;0
1332;1;1;1;9500;1;1;141;1;1;1;3;10;142.8;0;0;0;1;0;0;18;0
1335;1;1;1;9500;1;1;133;1;38;38;5;5;123.2;0;0;0;1;0;0;18;0
1342;1;1;5;9773;1;1;138;1;19;19;9;9;139.4;1;0;0;1;0;0;18;0
1344;1;1;1;9853;1;1;133;1;37;37;9;7;124.6;1;0;0;1;0;1;18;0
1345;1;17;1;9070;1;1;122;1;1;1;4;8;123.8;1;0;1;0;0;1;18;0
1346;1;1;3;9085;1;1;138;1;1;3;4;4;126.3;1;0;0;1;0;0;18;0
1347;1;17;4;9773;1;1;134;1;1;1;3;3;120.4;1;0;0;1;0;1;18;0
1352;1;1;3;9500;1;1;141;1;19;19;9;9;126;1;0;0;1;0;0;18;0
1361;1;1;4;9119;1;1;120;1;3;1;123;152;116.9;0;0;0;1;1;0;18;0
1362;1;1;4;9500;1;1;139;1;37;38;9;9;124;1;0;0;1;1;1;18;0
1373;1;1;1;9238;1;1;116;1;1;19;5;9;111.1;0;0;0;1;1;0;18;0
1377;1;17;1;9147;1;1;136;1;1;1;9;3;122.7;1;0;0;1;1;0;18;0
1378;1;1;1;171;1;1;147;1;37;19;7;7;134.4;1;0;0;1;1;1;18;0
