ID;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
3007;0;5;9;4;11.25;0;0;5;6;4;11;0;8.9;1.4;3.51;Graduate
3010;0;7;7;7;12.98285714;0;0;8;8;8;14.4625;0;12.4;0.5;1.79;Graduate
3011;0;6;14;6;15.75;0;0;6;8;6;13;0;15.5;2.8;-4.06;Graduate
3013;0;7;7;6;13.755;0;0;8;9;7;13.57142857;0;12.4;0.5;1.79;Graduate
3014;0;6;7;6;13.83333333;0;0;6;11;6;13.5;0;8.9;1.4;3.51;Graduate
3016;0;7;9;7;14.71111111;0;0;8;9;8;14.62777778;0;15.5;2.8;-4.06;Graduate
3017;7;11;13;11;14.61538462;0;4;9;11;9;13.7;0;8.9;1.4;3.51;Graduate
3018;0;7;7;7;13.67714286;0;0;8;9;8;14.53333333;0;11.1;0.6;2.02;Graduate
3019;0;5;8;5;13.16666667;2;0;5;5;5;12.8;0;9.4;-0.8;-3.12;Graduate
3020;0;6;11;5;10.8;0;0;6;12;5;11.33333333;0;15.5;2.8;-4.06;Graduate
3021;0;5;8;3;12;0;0;5;7;5;12.83333333;0;7.6;2.6;0.32;Graduate
3022;0;7;8;6;13.95833333;0;0;8;8;8;14.71875;0;11.1;0.6;2.02;Graduate
3024;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Graduate
3025;0;0;0;0;0;0;0;0;0;0;0;0;12.4;0.5;1.79;Graduate
3026;0;8;8;7;14;0;0;8;8;7;14;0;12.7;3.7;-1.7;Graduate
3029;2;8;8;8;13.625;0;1;7;7;7;14;0;8.9;1.4;3.51;Graduate
3030;0;5;7;4;12.5;0;0;5;8;4;10;1;7.6;2.6;0.32;Graduate
3032;3;7;8;7;13.3875;0;2;8;8;8;15.9;0;13.9;-0.3;0.79;Graduate
3033;0;7;8;6;12.64833333;0;0;8;9;8;12.20555556;0;11.1;0.6;2.02;Graduate
3034;0;6;6;6;14;0;0;6;6;6;13.33333333;0;8.9;1.4;3.51;Graduate
3035;0;5;12;5;12.8;2;0;5;10;5;11.85714286;1;9.4;-0.8;-3.12;Graduate
3036;0;6;8;6;11.33333333;0;0;6;11;6;10.83333333;0;7.6;2.6;0.32;Graduate
3038;0;6;6;6;14.16666667;0;0;6;9;6;13;0;8.9;1.4;3.51;Graduate
3039;0;6;6;6;12.83333333;0;0;6;6;6;13.83333333;0;8.9;1.4;3.51;Graduate
3043;0;6;6;6;12.33333333;0;0;6;8;5;13.6;0;8.9;1.4;3.51;Graduate
3044;1;6;8;6;12.57142857;1;0;6;8;6;11.625;0;13.9;-0.3;0.79;Graduate
3045;0;6;6;6;12.33333333;0;0;6;6;6;12.83333333;0;12.4;0.5;1.79;Graduate
3046;0;6;8;5;13;0;0;6;8;4;10.75;0;9.4;-0.8;-3.12;Graduate
3049;0;5;7;5;13.33333333;0;0;5;6;5;13.6;0;12.7;3.7;-1.7;Graduate
3050;0;5;9;4;13;0;0;5;8;5;13.14285714;0;10.8;1.4;1.74;Graduate
3053;0;6;7;6;15.85714286;0;0;6;6;6;16;0;13.9;-0.3;0.79;Graduate
3055;0;6;8;6;14;0;0;6;7;6;14.57142857;0;16.2;0.3;-0.92;Graduate
3057;0;6;6;6;13.66666667;0;0;6;6;6;14;0;8.9;1.4;3.51;Graduate
3059;0;8;8;7;12.62857143;0;0;8;8;7;12.62857143;0;12.7;3.7;-1.7;Graduate
3060;0;8;8;7;14.23285714;0;0;8;8;7;14.23285714;0;10.8;1.4;1.74;Graduate
3064;0;6;6;6;13.5;0;0;6;6;6;13;0;11.1;0.6;2.02;Graduate
3065;0;6;8;5;12.2;0;0;6;7;6;11.5;0;9.4;-0.8;-3.12;Graduate
3067;2;7;11;6;12;0;5;9;9;8;12.75;0;16.2;0.3;-0.92;Graduate
3069;0;7;11;6;12.35;0;0;7;12;5;12.5;0;8.9;1.4;3.51;Graduate
3079;0;5;5;5;10.8;0;0;5;5;4;12.25;0;9.4;-0.8;-3.12;Graduate
3081;0;5;5;5;15.2;0;0;5;6;5;14.16666667;0;10.8;1.4;1.74;Graduate
3082;0;7;7;7;13.31428571;0;0;8;8;8;12.575;0;12.4;0.5;1.79;Graduate
3083;6;12;12;11;13.09090909;0;5;11;12;11;12.08333333;0;10.8;1.4;1.74;Graduate
3085;0;6;8;5;12.2;0;0;6;6;6;11.5;0;16.2;0.3;-0.92;Graduate
3087;9;15;17;15;11.2;0;9;14;15;14;12.42857143;0;7.6;2.6;0.32;Graduate
3088;0;5;8;3;12.33333333;0;0;5;7;4;12;0;7.6;2.6;0.32;Graduate
3089;0;8;8;7;15.94285714;0;0;8;8;7;15.94285714;0;12.7;3.7;-1.7;Graduate
3091;0;6;10;4;10.25;0;0;6;8;6;10.71428571;0;11.1;0.6;2.02;Graduate
3093;0;6;6;6;14.16666667;0;0;6;6;6;12.5;0;12.7;3.7;-1.7;Graduate
3094;18;23;23;20;14.575;3;18;23;23;20;14.575;3;7.6;2.6;0.32;Graduate
3096;0;6;7;6;12.28571429;0;0;6;8;6;11.42857143;0;12.4;0.5;1.79;Graduate
3097;0;6;6;6;14;0;0;6;6;6;12.33333333;0;10.8;1.4;1.74;Graduate
3101;0;7;10;7;13.47;0;0;8;8;8;13.32625;0;15.5;2.8;-4.06;Graduate
3102;0;5;6;5;12.4;0;0;5;5;5;12.8;0;7.6;2.6;0.32;Graduate
3105;0;6;7;6;12;0;0;6;7;6;12.42857143;0;11.1;0.6;2.02;Graduate
3107;0;8;8;8;12.32;0;0;8;8;8;12.32;0;9.4;-0.8;-3.12;Graduate
3108;0;7;7;7;13.79857143;0;0;8;8;8;14.75625;0;11.1;0.6;2.02;Graduate
3110;0;5;6;5;16.33333333;0;0;5;5;5;15.4;0;15.5;2.8;-4.06;Graduate
3112;0;7;7;7;14.75714286;0;0;8;9;8;15.36666667;0;12.4;0.5;1.79;Graduate
3115;0;6;6;6;11.66666667;0;0;6;6;6;11.5;0;12.7;3.7;-1.7;Graduate
3116;0;6;6;6;15;0;0;6;6;6;13.33333333;0;8.9;1.4;3.51;Graduate
3118;0;6;7;6;13.57142857;0;0;6;6;6;13.33333333;0;13.9;-0.3;0.79;Graduate
3119;0;6;8;5;10.8;0;0;6;9;4;11.5;0;9.4;-0.8;-3.12;Graduate
3122;0;7;14;7;10.64285714;0;0;8;8;8;11.55;0;12.7;3.7;-1.7;Graduate
3124;0;7;7;6;14.65;0;0;7;7;6;14.65;0;7.6;2.6;0.32;Graduate
3125;0;7;7;7;13.71428571;0;0;8;11;8;14.86363636;0;16.2;0.3;-0.92;Graduate
3126;9;16;19;15;12.26666667;0;11;13;14;13;12.07142857;0;9.4;-0.8;-3.12;Graduate
3128;0;5;8;5;11;0;0;5;6;5;15.4;0;12.4;0.5;1.79;Graduate
3129;0;5;5;5;13.8;0;0;5;5;5;13;0;7.6;2.6;0.32;Graduate
3130;0;6;6;6;12.66666667;0;0;6;6;6;12.83333333;0;11.1;0.6;2.02;Graduate
3131;0;6;8;6;11.75;0;0;6;10;5;12;0;12.7;3.7;-1.7;Graduate
3132;0;8;8;7;12.78571429;0;0;8;8;7;12.78571429;0;12.7;3.7;-1.7;Graduate
3133;0;6;11;6;14.44444444;0;0;6;6;6;13.33333333;0;16.2;0.3;-0.92;Graduate
3136;0;0;0;0;0;0;0;0;0;0;0;0;11.1;0.6;2.02;Graduate
3137;0;5;8;4;12.75;1;0;5;10;4;11.75;0;12.7;3.7;-1.7;Graduate
3138;1;6;7;6;16.85714286;0;1;6;6;6;16.5;0;13.9;-0.3;0.79;Graduate
3139;0;6;6;6;13.16666667;0;0;6;6;6;15;0;16.2;0.3;-0.92;Graduate
3141;0;6;7;6;16.5;0;0;6;8;6;14.28571429;0;8.9;1.4;3.51;Graduate
3142;0;5;10;4;11.75;0;0;5;6;5;11.6;0;12.4;0.5;1.79;Graduate
3144;0;8;8;7;15.11428571;0;0;8;8;7;15.11428571;0;12.7;3.7;-1.7;Graduate
3145;0;6;8;6;15.5;0;0;6;7;6;14.28571429;0;16.2;0.3;-0.92;Graduate
3146;3;10;12;7;11.14285714;0;4;10;10;8;12;0;10.8;1.4;1.74;Graduate
3147;0;6;6;6;11.33333333;0;0;6;8;6;11.33333333;0;15.5;2.8;-4.06;Graduate
3150;0;5;6;5;10.6;0;0;5;7;4;10.75;0;9.4;-0.8;-3.12;Graduate
3153;0;6;6;6;15.66666667;0;0;6;6;6;13.83333333;0;8.9;1.4;3.51;Graduate
3154;6;12;12;12;15.33333333;0;4;11;15;11;15;0;8.9;1.4;3.51;Graduate
3157;9;14;23;9;12;2;6;12;21;8;11.25;0;15.5;2.8;-4.06;Graduate
3161;0;0;0;0;0;0;0;0;0;0;0;0;10.8;1.4;1.74;Graduate
3162;0;6;7;6;12.85714286;0;0;6;8;5;11.8;0;8.9;1.4;3.51;Graduate
3163;0;8;8;7;14.32857143;0;0;8;8;7;14.32857143;0;10.8;1.4;1.74;Graduate
3164;0;6;7;6;15;0;0;6;6;6;16.33333333;0;13.9;-0.3;0.79;Graduate
3165;0;5;9;5;13.6;1;0;5;5;5;12.4;0;12.7;3.7;-1.7;Graduate
3166;0;5;12;5;12.85714286;2;0;5;8;4;13.25;0;9.4;-0.8;-3.12;Graduate
3170;0;7;12;7;11.71666667;0;0;8;13;4;10.868;0;15.5;2.8;-4.06;Graduate
3171;0;5;11;4;12;0;0;5;5;5;12.8;0;11.1;0.6;2.02;Graduate
3174;0;7;11;5;12.58;0;0;7;9;6;12.15714286;0;8.9;1.4;3.51;Graduate
3177;0;7;9;6;12.42857143;0;0;8;8;8;14;0;13.9;-0.3;0.79;Graduate
3179;0;8;8;7;14.53571429;0;0;8;8;7;14.53571429;0;10.8;1.4;1.74;Graduate
3181;0;6;6;6;16;0;0;6;6;6;13.66666667;0;12.4;0.5;1.79;Graduate
3183;8;14;23;11;11.6875;0;6;10;20;8;11.14285714;0;9.4;-0.8;-3.12;Graduate
3185;0;6;9;6;13.83333333;0;0;6;12;5;13.66666667;0;11.1;0.6;2.02;Graduate
3198;0;5;6;5;12.6;0;0;5;8;3;12.66666667;0;8.9;1.4;3.51;Graduate
3200;0;8;8;7;12.84142857;0;0;8;8;7;12.84142857;0;10.8;1.4;1.74;Graduate
3202;0;6;7;6;14.16666667;0;0;6;6;6;12.83333333;0;9.4;-0.8;-3.12;Graduate
3207;0;5;5;5;13;0;0;5;6;5;13.33333333;0;16.2;0.3;-0.92;Graduate
3210;0;6;8;5;11;0;0;6;6;4;10.75;0;9.4;-0.8;-3.12;Graduate
3211;1;6;10;6;17.11111111;0;2;6;9;6;15.57142857;0;13.9;-0.3;0.79;Graduate
3213;0;6;9;6;12.57142857;0;0;6;6;6;12.16666667;0;8.9;1.4;3.51;Graduate
3215;0;6;7;6;14.5;0;0;6;6;6;15.16666667;0;9.4;-0.8;-3.12;Graduate
3216;0;6;6;6;13.5;0;0;6;6;6;12.33333333;0;12.4;0.5;1.79;Graduate
3218;0;5;10;3;10.66666667;0;0;5;5;4;12.25;0;7.6;2.6;0.32;Graduate
3223;0;6;8;6;15.25;0;0;6;7;6;14.71428571;0;11.1;0.6;2.02;Graduate
3226;0;8;8;8;13.81375;0;0;8;8;8;13.81375;0;9.4;-0.8;-3.12;Graduate
3227;0;6;8;6;13.28571429;0;0;6;13;6;12.875;0;11.1;0.6;2.02;Graduate
3229;0;7;8;7;11.9625;0;0;8;9;8;13.04444444;0;13.9;-0.3;0.79;Graduate
3230;0;7;9;6;13.68333333;0;0;8;11;6;13.11666667;0;11.1;0.6;2.02;Graduate
3231;0;8;8;7;14.98571429;0;0;8;8;7;14.98571429;0;12.7;3.7;-1.7;Graduate
3233;0;6;8;4;12.5;0;0;6;6;5;12.6;0;12.7;3.7;-1.7;Graduate
3235;0;7;10;7;13.78;0;0;8;10;8;13.661;0;15.5;2.8;-4.06;Graduate
3236;0;7;10;7;13.805;0;0;8;8;8;14.2725;0;15.5;2.8;-4.06;Graduate
3237;0;5;7;5;13.8;0;0;5;5;5;12.6;0;10.8;1.4;1.74;Graduate
3239;0;7;7;7;14.42428571;0;0;8;8;8;13.9375;0;11.1;0.6;2.02;Graduate
3240;0;6;7;6;13.16666667;0;0;6;6;6;12.5;0;12.4;0.5;1.79;Graduate
3242;9;16;20;14;12.07142857;1;11;13;13;11;12.27272727;0;7.6;2.6;0.32;Graduate
3244;0;8;8;8;14.11;0;0;8;8;8;14.11;0;9.4;-0.8;-3.12;Graduate
3247;0;6;6;6;14.83333333;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
3248;0;6;7;6;15.42857143;0;0;6;7;6;13.5;0;13.9;-0.3;0.79;Graduate
3249;0;5;7;5;11.6;0;0;5;11;5;11.4;4;16.2;0.3;-0.92;Graduate
3250;0;6;6;6;14.16666667;0;0;6;6;6;14;0;16.2;0.3;-0.92;Graduate
3252;0;5;12;4;10.71428571;0;0;5;9;4;11;0;13.9;-0.3;0.79;Graduate
3255;0;6;13;6;13;0;0;6;15;6;12.25;0;11.1;0.6;2.02;Graduate
3256;0;5;7;4;11.4;0;0;5;5;4;11.25;0;9.4;-0.8;-3.12;Graduate
3257;0;7;7;6;12.76666667;0;0;7;7;6;12.76666667;0;7.6;2.6;0.32;Graduate
3258;0;6;11;5;12.6;0;0;6;6;6;12.66666667;0;11.1;0.6;2.02;Graduate
3259;4;7;8;7;13;0;2;5;5;5;13.4;0;11.1;0.6;2.02;Graduate
3260;0;7;7;6;14.31666667;0;0;7;7;6;14.31666667;0;7.6;2.6;0.32;Graduate
3261;0;5;7;4;12.75;0;0;5;5;5;12;0;10.8;1.4;1.74;Graduate
3262;0;5;5;5;13.4;0;0;5;5;5;12.6;0;8.9;1.4;3.51;Graduate
3264;0;5;6;4;15.75;0;0;5;5;5;13.8;0;10.8;1.4;1.74;Graduate
3266;0;6;8;6;11.5;0;0;6;7;6;12.33333333;0;12.4;0.5;1.79;Graduate
3267;0;5;5;5;13.4;0;0;5;5;5;14;0;9.4;-0.8;-3.12;Graduate
3272;3;9;11;8;13.25;0;2;7;8;7;11.71428571;0;12.7;3.7;-1.7;Graduate
3273;8;14;24;11;12.25;3;5;10;12;10;13.4;0;9.4;-0.8;-3.12;Graduate
3276;10;15;15;13;10.92307692;0;5;10;10;7;11.14285714;0;15.5;2.8;-4.06;Graduate
3278;0;5;10;5;13.71428571;0;0;5;7;5;14.4;0;11.1;0.6;2.02;Graduate
3280;0;6;18;2;10.33333333;0;0;6;7;6;11.5;0;16.2;0.3;-0.92;Graduate
3281;0;7;8;7;12.72857143;0;0;8;8;8;14.625;0;15.5;2.8;-4.06;Graduate
3284;0;6;7;6;11.33333333;0;0;6;9;6;10.83333333;0;9.4;-0.8;-3.12;Graduate
3286;0;5;5;5;13.8;0;0;5;6;5;13.8;0;12.7;3.7;-1.7;Graduate
3289;0;5;6;4;10.5;0;0;5;6;5;12;0;9.4;-0.8;-3.12;Graduate
3290;17;18;20;18;11.55555556;0;11;13;13;13;11.61538462;0;15.5;2.8;-4.06;Graduate
3296;0;6;8;4;10.5;0;0;6;8;4;11.25;0;10.8;1.4;1.74;Graduate
3299;0;6;10;6;14.25;0;0;6;7;6;14;0;16.2;0.3;-0.92;Graduate
3302;0;7;7;7;13.89428571;0;0;8;8;8;14.3625;0;11.1;0.6;2.02;Graduate
3303;0;7;8;7;13.46875;0;0;8;8;8;13.31375;0;15.5;2.8;-4.06;Graduate
3304;0;5;5;5;13.6;0;0;5;5;5;14.6;0;10.8;1.4;1.74;Graduate
3305;3;6;6;6;14.66666667;0;2;6;6;6;13.83333333;0;12.4;0.5;1.79;Graduate
3306;0;6;6;6;13.66666667;0;0;6;7;6;13;0;15.5;2.8;-4.06;Graduate
3307;9;12;22;10;13.3;0;9;11;11;11;13.72727273;0;9.4;-0.8;-3.12;Graduate
3308;7;11;13;11;13.45454545;0;5;11;13;7;12.42857143;0;12.7;3.7;-1.7;Graduate
3309;0;8;8;8;13.41625;0;0;8;8;8;13.41625;0;9.4;-0.8;-3.12;Graduate
3311;0;6;6;6;11.33333333;0;0;6;8;5;13;0;15.5;2.8;-4.06;Graduate
3316;0;5;5;5;14.8;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
3318;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0.3;-0.92;Graduate
3320;0;6;11;5;11.2;0;0;6;7;6;12;0;9.4;-0.8;-3.12;Graduate
3321;0;6;8;6;11.83333333;0;0;6;11;3;13;0;15.5;2.8;-4.06;Graduate
3327;6;10;14;9;12.33333333;0;7;10;12;8;12;0;9.4;-0.8;-3.12;Graduate
3331;0;6;11;5;11.14285714;0;0;6;9;6;11.57142857;0;16.2;0.3;-0.92;Graduate
3335;0;6;10;4;13.25;0;0;6;13;5;11.8;0;7.6;2.6;0.32;Graduate
3343;0;6;6;6;12.83333333;0;0;6;8;6;12.66666667;2;16.2;0.3;-0.92;Graduate
3349;0;6;10;6;11.375;0;0;6;10;5;11.6;0;13.9;-0.3;0.79;Graduate
3354;0;6;7;6;12.71428571;0;0;6;8;5;11.83333333;0;13.9;-0.3;0.79;Graduate
3355;0;8;8;8;15.3;0;0;8;8;8;15.3;0;9.4;-0.8;-3.12;Graduate
3362;0;6;6;6;13.5;0;0;6;6;6;14;0;8.9;1.4;3.51;Graduate
3363;0;5;7;5;12;0;0;5;10;5;11.4;0;8.9;1.4;3.51;Graduate
3368;0;7;7;6;14.61666667;0;0;7;7;6;14.61666667;0;7.6;2.6;0.32;Graduate
3372;6;14;22;7;12.19230769;5;6;14;22;7;12.19230769;5;7.6;2.6;0.32;Graduate
3373;0;6;6;6;12.83333333;0;0;6;7;6;12.33333333;0;13.9;-0.3;0.79;Graduate
3374;0;5;8;5;12.875;0;0;5;6;5;11.83333333;0;13.9;-0.3;0.79;Graduate
3375;0;6;6;6;12.16666667;0;0;6;6;6;12.5;0;12.4;0.5;1.79;Graduate
3376;0;6;11;6;13.42857143;0;0;6;12;6;12.85714286;0;15.5;2.8;-4.06;Graduate
3377;0;6;6;6;14.5;0;0;6;8;6;14.66666667;0;8.9;1.4;3.51;Graduate
3378;0;7;7;7;12.14285714;0;0;7;7;7;12.85714286;0;11.1;0.6;2.02;Graduate
3380;0;7;7;6;13.9;0;0;7;7;6;13.9;0;7.6;2.6;0.32;Graduate
3383;0;6;6;6;15.16666667;0;0;6;7;6;14.14285714;0;11.1;0.6;2.02;Graduate
3386;0;6;9;5;10.8;0;0;6;8;6;10.71428571;0;15.5;2.8;-4.06;Graduate
3387;0;7;7;7;13.99571429;0;0;8;9;8;14.95555556;0;11.1;0.6;2.02;Graduate
3388;0;6;8;6;13.28571429;0;0;6;16;6;11.8;0;12.4;0.5;1.79;Graduate
3389;6;12;12;12;12.75;0;4;11;16;11;13.25;0;8.9;1.4;3.51;Graduate
3391;0;7;7;7;12.71428571;0;0;7;7;7;12.28571429;0;16.2;0.3;-0.92;Graduate
3392;0;8;8;8;12.88625;0;0;8;8;8;12.88625;0;9.4;-0.8;-3.12;Graduate
3393;0;6;7;5;13;0;0;6;6;6;12.66666667;0;16.2;0.3;-0.92;Graduate
3394;0;5;7;5;12.2;0;0;5;6;5;11.2;0;11.1;0.6;2.02;Graduate
3396;7;11;15;11;13.78571429;0;4;9;9;9;13.88888889;0;8.9;1.4;3.51;Graduate
3398;0;8;8;8;14.50125;0;0;8;8;8;14.50125;0;9.4;-0.8;-3.12;Graduate
3399;0;7;7;6;14.35;0;0;7;7;6;14.35;0;7.6;2.6;0.32;Graduate
3400;0;6;6;6;11.5;0;0;6;6;6;12.33333333;0;9.4;-0.8;-3.12;Graduate
3401;0;6;8;6;11.71428571;0;0;6;6;6;14.66666667;0;12.7;3.7;-1.7;Graduate
3403;0;6;6;5;13;0;0;6;6;6;13.66666667;0;12.7;3.7;-1.7;Graduate
3404;0;7;8;7;13.56875;0;0;8;8;8;14.02625;0;15.5;2.8;-4.06;Graduate
3406;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Graduate
3408;0;8;8;8;14.15375;0;0;8;8;8;14.15375;0;9.4;-0.8;-3.12;Graduate
3410;0;6;7;6;13.83333333;0;0;6;6;6;12.83333333;0;11.1;0.6;2.02;Graduate
3412;0;8;8;7;12.45428571;0;0;8;8;7;12.45428571;0;10.8;1.4;1.74;Graduate
3415;0;7;8;6;13.27166667;0;0;8;11;7;12.94375;0;12.4;0.5;1.79;Graduate
3419;0;7;7;7;13.28571429;0;0;7;7;7;14.42857143;0;11.1;0.6;2.02;Graduate
3420;0;6;6;6;13.33333333;0;0;6;7;6;14;0;15.5;2.8;-4.06;Graduate
3421;0;8;8;8;13.2575;0;0;8;8;8;13.2575;0;9.4;-0.8;-3.12;Graduate
3428;0;6;7;6;11.66666667;0;0;6;10;6;11.33333333;0;7.6;2.6;0.32;Graduate
3431;0;6;6;6;15.33333333;0;0;6;6;6;14.16666667;0;11.1;0.6;2.02;Graduate
3432;0;8;8;7;14.2;0;0;8;8;7;14.2;0;12.7;3.7;-1.7;Graduate
3433;0;6;6;6;14.83333333;0;0;6;6;6;14.66666667;0;12.7;3.7;-1.7;Graduate
3436;0;6;6;6;11.83333333;0;0;6;7;6;13;0;9.4;-0.8;-3.12;Graduate
3437;0;6;7;6;13.42857143;0;0;6;10;6;13.5;0;13.9;-0.3;0.79;Graduate
3439;0;7;10;6;11.41666667;0;0;8;9;8;11.9625;0;13.9;-0.3;0.79;Graduate
3443;0;6;7;6;11.5;0;0;6;8;5;12.4;0;11.1;0.6;2.02;Graduate
3444;0;6;6;6;13.83333333;0;0;6;6;6;12.66666667;0;10.8;1.4;1.74;Graduate
3446;0;7;8;7;11.67857143;0;0;8;10;7;13.0375;0;12.4;0.5;1.79;Graduate
3448;0;0;0;0;0;0;0;0;0;0;0;0;13.9;-0.3;0.79;Graduate
3449;0;6;6;6;13;0;0;6;7;6;13;0;10.8;1.4;1.74;Graduate
3450;0;7;7;7;14.48571429;0;0;8;9;8;14.58888889;0;16.2;0.3;-0.92;Graduate
3453;1;8;8;7;11.57142857;0;1;8;8;7;11.57142857;0;12.7;3.7;-1.7;Graduate
3454;0;8;8;7;12.65714286;0;0;8;8;7;12.65714286;0;12.7;3.7;-1.7;Graduate
3456;0;6;7;6;13.71428571;0;0;6;6;6;13.16666667;0;12.7;3.7;-1.7;Graduate
3457;10;14;21;13;13.07142857;0;4;11;16;11;13;0;16.2;0.3;-0.92;Graduate
3458;0;6;7;6;15.33333333;0;0;6;9;6;14;0;15.5;2.8;-4.06;Graduate
3459;0;6;9;5;11.57142857;0;0;6;8;6;12.14285714;0;16.2;0.3;-0.92;Graduate
3461;0;7;7;6;12.9;0;0;7;7;6;12.9;0;7.6;2.6;0.32;Graduate
3465;0;6;6;6;13.5;0;0;6;7;6;13.42857143;0;8.9;1.4;3.51;Graduate
3468;2;8;10;7;11.14285714;0;2;8;11;8;11.375;0;12.7;3.7;-1.7;Graduate
3471;0;8;8;7;13.79857143;0;0;8;8;7;13.79857143;0;10.8;1.4;1.74;Graduate
3472;0;6;7;6;13.33333333;0;0;6;6;6;13.5;0;7.6;2.6;0.32;Graduate
3476;0;6;13;6;15.69230769;0;0;6;13;5;14.42857143;0;15.5;2.8;-4.06;Graduate
3477;13;18;19;18;15.05263158;0;11;13;13;13;14.53846154;0;15.5;2.8;-4.06;Graduate
3480;0;6;6;6;13;0;0;6;6;6;13.16666667;0;12.4;0.5;1.79;Graduate
3481;0;8;8;8;12.93875;0;0;8;8;8;12.93875;0;9.4;-0.8;-3.12;Graduate
3482;0;0;0;0;0;0;0;0;0;0;0;0;12.7;3.7;-1.7;Graduate
3487;0;8;8;7;13;0;0;8;8;7;13;0;12.7;3.7;-1.7;Graduate
3490;0;6;9;5;11;0;0;6;9;5;12.16666667;0;11.1;0.6;2.02;Graduate
3495;0;5;5;5;12.4;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12;Graduate
3496;0;6;8;6;15.5;0;0;6;10;6;14.1;0;16.2;0.3;-0.92;Graduate
3499;0;6;8;6;12.66666667;0;0;6;6;6;13.5;0;12.7;3.7;-1.7;Graduate
3503;0;6;6;6;13;0;0;6;8;6;13;0;13.9;-0.3;0.79;Graduate
3504;0;6;15;6;11.71428571;0;0;6;8;4;11.75;0;13.9;-0.3;0.79;Graduate
3505;0;6;8;6;12.16666667;0;0;6;7;5;13;0;13.9;-0.3;0.79;Graduate
3508;0;5;6;5;11.5;0;0;5;5;5;11.6;0;9.4;-0.8;-3.12;Graduate
3510;2;7;7;7;12.28571429;0;5;9;10;8;12.375;0;12.4;0.5;1.79;Graduate
3521;0;5;7;5;12.6;0;0;5;7;5;13.71428571;0;13.9;-0.3;0.79;Graduate
3523;0;6;8;6;14.875;0;0;6;8;6;13.42857143;0;11.1;0.6;2.02;Graduate
3526;0;6;8;6;12.71428571;0;0;6;9;6;13.5;0;12.4;0.5;1.79;Graduate
3531;0;6;6;6;13.33333333;0;0;6;9;5;13.8;0;8.9;1.4;3.51;Graduate
3533;0;5;5;5;13.4;0;0;5;5;5;15;0;8.9;1.4;3.51;Graduate
3540;0;6;7;6;13.66666667;0;0;6;7;6;12.16666667;1;16.2;0.3;-0.92;Graduate
3546;0;7;7;6;13.26666667;0;0;7;7;6;13.26666667;0;7.6;2.6;0.32;Graduate
3547;0;7;8;7;12.5125;0;0;8;8;8;14.1875;0;13.9;-0.3;0.79;Graduate
3550;0;7;7;6;13.48333333;0;0;7;7;6;13.48333333;0;7.6;2.6;0.32;Graduate
3556;1;6;11;6;13.8;0;1;6;7;6;13.14285714;0;16.2;0.3;-0.92;Graduate
3560;0;5;5;5;12.6;0;0;5;6;4;14.5;1;7.6;2.6;0.32;Graduate
3562;0;6;7;6;13.83333333;0;0;6;8;6;13.625;0;7.6;2.6;0.32;Graduate
3567;14;18;18;18;14.5;0;13;18;18;18;14.5;0;16.2;0.3;-0.92;Graduate
3568;0;5;6;5;14;0;0;5;7;5;13.8;0;8.9;1.4;3.51;Graduate
3569;0;5;10;3;13.33333333;0;0;5;11;5;13.57142857;0;12.4;0.5;1.79;Graduate
3571;0;6;9;5;12;0;0;6;10;4;11.2;0;8.9;1.4;3.51;Graduate
3572;0;5;6;5;16.2;0;0;5;8;5;16;0;8.9;1.4;3.51;Graduate
3575;0;6;7;6;13.57142857;0;0;6;8;6;13.16666667;0;8.9;1.4;3.51;Graduate
3576;0;6;7;6;14.28571429;0;0;6;9;6;14.85714286;0;11.1;0.6;2.02;Graduate
3577;0;5;7;5;10.2;0;0;5;6;4;10.5;0;12.4;0.5;1.79;Graduate
3580;0;6;7;6;14.83333333;0;0;6;6;6;14.83333333;0;12.7;3.7;-1.7;Graduate
3581;0;6;12;5;13.625;0;0;6;6;5;12.6;0;13.9;-0.3;0.79;Graduate
3582;0;7;7;7;12.27142857;0;0;8;10;7;13.65714286;0;10.8;1.4;1.74;Graduate
3585;3;9;10;9;13.22222222;0;2;7;8;7;13.14285714;0;8.9;1.4;3.51;Graduate
3588;6;12;12;12;13.16666667;0;6;12;12;12;13;0;10.8;1.4;1.74;Graduate
3589;0;6;8;5;13.83333333;0;0;6;6;4;14;0;13.9;-0.3;0.79;Graduate
3598;0;6;6;6;13.5;0;0;6;6;6;12.16666667;0;10.8;1.4;1.74;Graduate
3599;0;6;7;6;12.66666667;0;0;6;8;5;12.8;0;10.8;1.4;1.74;Graduate
